TOP.5df0fe78.000f1693	START
TOP.5df13f53.00027882	user_options->brain_server	0
TOP.5df13f53.00027882	user_options->brain_port	6863
TOP.5df13f53.00027882	user_options->brain_session	0
TOP.5df13f53.00027882	proc_start	1576091475
TOP.5df13f53.00027882	proc_stop	1576091475
TOP.5df13f53.00027882	STOP
TOP.5df13f5b.0004b794	START
TOP.5df13f5b.0004b794	user_options->separator	:
TOP.5df13f5b.0004b794	user_options->encoding_from	utf-8
TOP.5df13f5b.0004b794	user_options->encoding_to	utf-8
TOP.5df13f5b.0004b794	user_options->outfile	found.txt
TOP.5df13f5b.0004b794	user_options->rule_buf_l	:
TOP.5df13f5b.0004b794	user_options->rule_buf_r	:
TOP.5df13f5b.0004b794	user_options->session	hashcat
TOP.5df13f5b.0004b794	user_options->limit	0
TOP.5df13f5b.0004b794	user_options->skip	0
TOP.5df13f5b.0004b794	user_options->attack_mode	0
TOP.5df13f5b.0004b794	user_options->benchmark	0
TOP.5df13f5b.0004b794	user_options->benchmark_all	0
TOP.5df13f5b.0004b794	user_options->bitmap_max	24
TOP.5df13f5b.0004b794	user_options->bitmap_min	16
TOP.5df13f5b.0004b794	user_options->debug_mode	0
TOP.5df13f5b.0004b794	user_options->example_hashes	0
TOP.5df13f5b.0004b794	user_options->force	0
TOP.5df13f5b.0004b794	user_options->gpu_temp_abort	90
TOP.5df13f5b.0004b794	user_options->gpu_temp_disable	0
TOP.5df13f5b.0004b794	user_options->hash_mode	20
TOP.5df13f5b.0004b794	user_options->hex_charset	0
TOP.5df13f5b.0004b794	user_options->hex_salt	0
TOP.5df13f5b.0004b794	user_options->hex_wordlist	0
TOP.5df13f5b.0004b794	user_options->increment	0
TOP.5df13f5b.0004b794	user_options->increment_max	256
TOP.5df13f5b.0004b794	user_options->increment_min	1
TOP.5df13f5b.0004b794	user_options->keep_guessing	0
TOP.5df13f5b.0004b794	user_options->kernel_accel	0
TOP.5df13f5b.0004b794	user_options->kernel_loops	0
TOP.5df13f5b.0004b794	user_options->keyspace	0
TOP.5df13f5b.0004b794	user_options->left	0
TOP.5df13f5b.0004b794	user_options->logfile_disable	0
TOP.5df13f5b.0004b794	user_options->loopback	0
TOP.5df13f5b.0004b794	user_options->machine_readable	0
TOP.5df13f5b.0004b794	user_options->markov_classic	0
TOP.5df13f5b.0004b794	user_options->markov_disable	0
TOP.5df13f5b.0004b794	user_options->markov_threshold	256
TOP.5df13f5b.0004b794	user_options->nvidia_spin_damp	100
TOP.5df13f5b.0004b794	user_options->opencl_info	0
TOP.5df13f5b.0004b794	user_options->opencl_vector_width	0
TOP.5df13f5b.0004b794	user_options->optimized_kernel_enable	0
TOP.5df13f5b.0004b794	user_options->outfile_autohex	1
TOP.5df13f5b.0004b794	user_options->outfile_check_timer	5
TOP.5df13f5b.0004b794	user_options->outfile_format	3
TOP.5df13f5b.0004b794	user_options->wordlist_autohex_disable	0
TOP.5df13f5b.0004b794	user_options->potfile_disable	0
TOP.5df13f5b.0004b794	user_options->progress_only	0
TOP.5df13f5b.0004b794	user_options->quiet	0
TOP.5df13f5b.0004b794	user_options->remove	0
TOP.5df13f5b.0004b794	user_options->remove_timer	60
TOP.5df13f5b.0004b794	user_options->restore	0
TOP.5df13f5b.0004b794	user_options->restore_disable	0
TOP.5df13f5b.0004b794	user_options->restore_timer	60
TOP.5df13f5b.0004b794	user_options->rp_files_cnt	0
TOP.5df13f5b.0004b794	user_options->rp_gen	0
TOP.5df13f5b.0004b794	user_options->rp_gen_func_max	4
TOP.5df13f5b.0004b794	user_options->rp_gen_func_min	1
TOP.5df13f5b.0004b794	user_options->rp_gen_seed	0
TOP.5df13f5b.0004b794	user_options->runtime	0
TOP.5df13f5b.0004b794	user_options->scrypt_tmto	0
TOP.5df13f5b.0004b794	user_options->segment_size	33554432
TOP.5df13f5b.0004b794	user_options->self_test_disable	0
TOP.5df13f5b.0004b794	user_options->slow_candidates	0
TOP.5df13f5b.0004b794	user_options->show	0
TOP.5df13f5b.0004b794	user_options->speed_only	0
TOP.5df13f5b.0004b794	user_options->status	0
TOP.5df13f5b.0004b794	user_options->status_timer	10
TOP.5df13f5b.0004b794	user_options->stdout_flag	0
TOP.5df13f5b.0004b794	user_options->usage	0
TOP.5df13f5b.0004b794	user_options->username	0
TOP.5df13f5b.0004b794	user_options->veracrypt_pim	0
TOP.5df13f5b.0004b794	user_options->version	0
TOP.5df13f5b.0004b794	user_options->workload_profile	2
TOP.5df13f5b.0004b794	user_options->brain_client	0
TOP.5df13f5b.0004b794	user_options->brain_client_features	3
TOP.5df13f5b.0004b794	user_options->brain_server	0
TOP.5df13f5b.0004b794	user_options->brain_port	6863
TOP.5df13f5b.0004b794	user_options->brain_session	0
TOP.5df13f5b.0004b794	proc_start	1576091483
TOP.5df13f5b.0004b794	proc_stop	1576091483
TOP.5df13f5b.0004b794	STOP
TOP.5df13f8d.0007f86a	START
TOP.5df13f8d.0007f86a	user_options->separator	:
TOP.5df13f8d.0007f86a	user_options->encoding_from	utf-8
TOP.5df13f8d.0007f86a	user_options->encoding_to	utf-8
TOP.5df13f8d.0007f86a	user_options->outfile	found.txt
TOP.5df13f8d.0007f86a	user_options->rule_buf_l	:
TOP.5df13f8d.0007f86a	user_options->rule_buf_r	:
TOP.5df13f8d.0007f86a	user_options->session	hashcat
TOP.5df13f8d.0007f86a	user_options->limit	0
TOP.5df13f8d.0007f86a	user_options->skip	0
TOP.5df13f8d.0007f86a	user_options->attack_mode	0
TOP.5df13f8d.0007f86a	user_options->benchmark	0
TOP.5df13f8d.0007f86a	user_options->benchmark_all	0
TOP.5df13f8d.0007f86a	user_options->bitmap_max	24
TOP.5df13f8d.0007f86a	user_options->bitmap_min	16
TOP.5df13f8d.0007f86a	user_options->debug_mode	0
TOP.5df13f8d.0007f86a	user_options->example_hashes	0
TOP.5df13f8d.0007f86a	user_options->force	0
TOP.5df13f8d.0007f86a	user_options->gpu_temp_abort	90
TOP.5df13f8d.0007f86a	user_options->gpu_temp_disable	0
TOP.5df13f8d.0007f86a	user_options->hash_mode	500
TOP.5df13f8d.0007f86a	user_options->hex_charset	0
TOP.5df13f8d.0007f86a	user_options->hex_salt	0
TOP.5df13f8d.0007f86a	user_options->hex_wordlist	0
TOP.5df13f8d.0007f86a	user_options->increment	0
TOP.5df13f8d.0007f86a	user_options->increment_max	256
TOP.5df13f8d.0007f86a	user_options->increment_min	1
TOP.5df13f8d.0007f86a	user_options->keep_guessing	0
TOP.5df13f8d.0007f86a	user_options->kernel_accel	0
TOP.5df13f8d.0007f86a	user_options->kernel_loops	0
TOP.5df13f8d.0007f86a	user_options->keyspace	0
TOP.5df13f8d.0007f86a	user_options->left	0
TOP.5df13f8d.0007f86a	user_options->logfile_disable	0
TOP.5df13f8d.0007f86a	user_options->loopback	0
TOP.5df13f8d.0007f86a	user_options->machine_readable	0
TOP.5df13f8d.0007f86a	user_options->markov_classic	0
TOP.5df13f8d.0007f86a	user_options->markov_disable	0
TOP.5df13f8d.0007f86a	user_options->markov_threshold	256
TOP.5df13f8d.0007f86a	user_options->nvidia_spin_damp	100
TOP.5df13f8d.0007f86a	user_options->opencl_info	0
TOP.5df13f8d.0007f86a	user_options->opencl_vector_width	0
TOP.5df13f8d.0007f86a	user_options->optimized_kernel_enable	0
TOP.5df13f8d.0007f86a	user_options->outfile_autohex	1
TOP.5df13f8d.0007f86a	user_options->outfile_check_timer	5
TOP.5df13f8d.0007f86a	user_options->outfile_format	3
TOP.5df13f8d.0007f86a	user_options->wordlist_autohex_disable	0
TOP.5df13f8d.0007f86a	user_options->potfile_disable	0
TOP.5df13f8d.0007f86a	user_options->progress_only	0
TOP.5df13f8d.0007f86a	user_options->quiet	0
TOP.5df13f8d.0007f86a	user_options->remove	0
TOP.5df13f8d.0007f86a	user_options->remove_timer	60
TOP.5df13f8d.0007f86a	user_options->restore	0
TOP.5df13f8d.0007f86a	user_options->restore_disable	0
TOP.5df13f8d.0007f86a	user_options->restore_timer	60
TOP.5df13f8d.0007f86a	user_options->rp_files_cnt	0
TOP.5df13f8d.0007f86a	user_options->rp_gen	0
TOP.5df13f8d.0007f86a	user_options->rp_gen_func_max	4
TOP.5df13f8d.0007f86a	user_options->rp_gen_func_min	1
TOP.5df13f8d.0007f86a	user_options->rp_gen_seed	0
TOP.5df13f8d.0007f86a	user_options->runtime	0
TOP.5df13f8d.0007f86a	user_options->scrypt_tmto	0
TOP.5df13f8d.0007f86a	user_options->segment_size	33554432
TOP.5df13f8d.0007f86a	user_options->self_test_disable	0
TOP.5df13f8d.0007f86a	user_options->slow_candidates	0
TOP.5df13f8d.0007f86a	user_options->show	0
TOP.5df13f8d.0007f86a	user_options->speed_only	0
TOP.5df13f8d.0007f86a	user_options->status	0
TOP.5df13f8d.0007f86a	user_options->status_timer	10
TOP.5df13f8d.0007f86a	user_options->stdout_flag	0
TOP.5df13f8d.0007f86a	user_options->usage	0
TOP.5df13f8d.0007f86a	user_options->username	0
TOP.5df13f8d.0007f86a	user_options->veracrypt_pim	0
TOP.5df13f8d.0007f86a	user_options->version	0
TOP.5df13f8d.0007f86a	user_options->workload_profile	2
TOP.5df13f8d.0007f86a	user_options->brain_client	0
TOP.5df13f8d.0007f86a	user_options->brain_client_features	3
TOP.5df13f8d.0007f86a	user_options->brain_server	0
TOP.5df13f8d.0007f86a	user_options->brain_port	6863
TOP.5df13f8d.0007f86a	user_options->brain_session	0
TOP.5df13f8d.0007f86a	hashes->hashfile	david_hash.txt
TOP.5df13f8d.0007f86a	hashes->hashlist_mode	4
TOP.5df13f8d.0007f86a	hashes->hashlist_format	0
TOP.5df13f8d.0007f86a	hashes->hashes_cnt	0
TOP.5df13f8d.0007f86a	hashes->digests_cnt	1
TOP.5df13f8d.0007f86a	hashes->digests_done	0
TOP.5df13f8d.0007f86a	hashes->salts_cnt	1
TOP.5df13f8d.0007f86a	hashes->salts_done	0
TOP.5df13f8d.0007f86a	SUB.5df13f93.000458b4	START
TOP.5df13f8d.0007f86a	SUB.5df13f93.000458b4	straight_ctx->dict	/home/minitapir/Documents/tools/SecLists/Passwords/combined_password_list.txt
TOP.5df13f8d.0007f86a	SUB.5df13f93.000458b4	runtime_start	1576091539
TOP.5df13f8d.0007f86a	SUB.5df13f93.000458b4	runtime_stop	1576091546
TOP.5df13f8d.0007f86a	SUB.5df13f93.000458b4	status-after-work	5
TOP.5df13f8d.0007f86a	SUB.5df13f93.000458b4	STOP
TOP.5df13f8d.0007f86a	proc_start	1576091533
TOP.5df13f8d.0007f86a	proc_stop	1576091547
TOP.5df13f8d.0007f86a	STOP
TOP.5df13fd8.000daba4	START
TOP.5df13fd8.000daba4	user_options->separator	:
TOP.5df13fd8.000daba4	user_options->encoding_from	utf-8
TOP.5df13fd8.000daba4	user_options->encoding_to	utf-8
TOP.5df13fd8.000daba4	user_options->outfile	found.txt
TOP.5df13fd8.000daba4	user_options->rule_buf_l	:
TOP.5df13fd8.000daba4	user_options->rule_buf_r	:
TOP.5df13fd8.000daba4	user_options->session	hashcat
TOP.5df13fd8.000daba4	user_options->limit	0
TOP.5df13fd8.000daba4	user_options->skip	0
TOP.5df13fd8.000daba4	user_options->attack_mode	0
TOP.5df13fd8.000daba4	user_options->benchmark	0
TOP.5df13fd8.000daba4	user_options->benchmark_all	0
TOP.5df13fd8.000daba4	user_options->bitmap_max	24
TOP.5df13fd8.000daba4	user_options->bitmap_min	16
TOP.5df13fd8.000daba4	user_options->debug_mode	0
TOP.5df13fd8.000daba4	user_options->example_hashes	0
TOP.5df13fd8.000daba4	user_options->force	0
TOP.5df13fd8.000daba4	user_options->gpu_temp_abort	90
TOP.5df13fd8.000daba4	user_options->gpu_temp_disable	0
TOP.5df13fd8.000daba4	user_options->hash_mode	500
TOP.5df13fd8.000daba4	user_options->hex_charset	0
TOP.5df13fd8.000daba4	user_options->hex_salt	0
TOP.5df13fd8.000daba4	user_options->hex_wordlist	0
TOP.5df13fd8.000daba4	user_options->increment	0
TOP.5df13fd8.000daba4	user_options->increment_max	256
TOP.5df13fd8.000daba4	user_options->increment_min	1
TOP.5df13fd8.000daba4	user_options->keep_guessing	0
TOP.5df13fd8.000daba4	user_options->kernel_accel	0
TOP.5df13fd8.000daba4	user_options->kernel_loops	0
TOP.5df13fd8.000daba4	user_options->keyspace	0
TOP.5df13fd8.000daba4	user_options->left	0
TOP.5df13fd8.000daba4	user_options->logfile_disable	0
TOP.5df13fd8.000daba4	user_options->loopback	0
TOP.5df13fd8.000daba4	user_options->machine_readable	0
TOP.5df13fd8.000daba4	user_options->markov_classic	0
TOP.5df13fd8.000daba4	user_options->markov_disable	0
TOP.5df13fd8.000daba4	user_options->markov_threshold	256
TOP.5df13fd8.000daba4	user_options->nvidia_spin_damp	100
TOP.5df13fd8.000daba4	user_options->opencl_info	0
TOP.5df13fd8.000daba4	user_options->opencl_vector_width	0
TOP.5df13fd8.000daba4	user_options->optimized_kernel_enable	0
TOP.5df13fd8.000daba4	user_options->outfile_autohex	1
TOP.5df13fd8.000daba4	user_options->outfile_check_timer	5
TOP.5df13fd8.000daba4	user_options->outfile_format	3
TOP.5df13fd8.000daba4	user_options->wordlist_autohex_disable	0
TOP.5df13fd8.000daba4	user_options->potfile_disable	0
TOP.5df13fd8.000daba4	user_options->progress_only	0
TOP.5df13fd8.000daba4	user_options->quiet	0
TOP.5df13fd8.000daba4	user_options->remove	0
TOP.5df13fd8.000daba4	user_options->remove_timer	60
TOP.5df13fd8.000daba4	user_options->restore	0
TOP.5df13fd8.000daba4	user_options->restore_disable	0
TOP.5df13fd8.000daba4	user_options->restore_timer	60
TOP.5df13fd8.000daba4	user_options->rp_files_cnt	0
TOP.5df13fd8.000daba4	user_options->rp_gen	0
TOP.5df13fd8.000daba4	user_options->rp_gen_func_max	4
TOP.5df13fd8.000daba4	user_options->rp_gen_func_min	1
TOP.5df13fd8.000daba4	user_options->rp_gen_seed	0
TOP.5df13fd8.000daba4	user_options->runtime	0
TOP.5df13fd8.000daba4	user_options->scrypt_tmto	0
TOP.5df13fd8.000daba4	user_options->segment_size	33554432
TOP.5df13fd8.000daba4	user_options->self_test_disable	0
TOP.5df13fd8.000daba4	user_options->slow_candidates	0
TOP.5df13fd8.000daba4	user_options->show	0
TOP.5df13fd8.000daba4	user_options->speed_only	0
TOP.5df13fd8.000daba4	user_options->status	0
TOP.5df13fd8.000daba4	user_options->status_timer	10
TOP.5df13fd8.000daba4	user_options->stdout_flag	0
TOP.5df13fd8.000daba4	user_options->usage	0
TOP.5df13fd8.000daba4	user_options->username	0
TOP.5df13fd8.000daba4	user_options->veracrypt_pim	0
TOP.5df13fd8.000daba4	user_options->version	0
TOP.5df13fd8.000daba4	user_options->workload_profile	2
TOP.5df13fd8.000daba4	user_options->brain_client	0
TOP.5df13fd8.000daba4	user_options->brain_client_features	3
TOP.5df13fd8.000daba4	user_options->brain_server	0
TOP.5df13fd8.000daba4	user_options->brain_port	6863
TOP.5df13fd8.000daba4	user_options->brain_session	0
TOP.5df13fd8.000daba4	proc_start	1576091608
TOP.5df13fd8.000daba4	proc_stop	1576091608
TOP.5df13fd8.000daba4	STOP
TOP.5df13fe0.000804f2	START
TOP.5df13fe0.000804f2	user_options->separator	:
TOP.5df13fe0.000804f2	user_options->encoding_from	utf-8
TOP.5df13fe0.000804f2	user_options->encoding_to	utf-8
TOP.5df13fe0.000804f2	user_options->outfile	found.txt
TOP.5df13fe0.000804f2	user_options->rule_buf_l	:
TOP.5df13fe0.000804f2	user_options->rule_buf_r	:
TOP.5df13fe0.000804f2	user_options->session	hashcat
TOP.5df13fe0.000804f2	user_options->limit	0
TOP.5df13fe0.000804f2	user_options->skip	0
TOP.5df13fe0.000804f2	user_options->attack_mode	0
TOP.5df13fe0.000804f2	user_options->benchmark	0
TOP.5df13fe0.000804f2	user_options->benchmark_all	0
TOP.5df13fe0.000804f2	user_options->bitmap_max	24
TOP.5df13fe0.000804f2	user_options->bitmap_min	16
TOP.5df13fe0.000804f2	user_options->debug_mode	0
TOP.5df13fe0.000804f2	user_options->example_hashes	0
TOP.5df13fe0.000804f2	user_options->force	0
TOP.5df13fe0.000804f2	user_options->gpu_temp_abort	90
TOP.5df13fe0.000804f2	user_options->gpu_temp_disable	0
TOP.5df13fe0.000804f2	user_options->hash_mode	500
TOP.5df13fe0.000804f2	user_options->hex_charset	0
TOP.5df13fe0.000804f2	user_options->hex_salt	0
TOP.5df13fe0.000804f2	user_options->hex_wordlist	0
TOP.5df13fe0.000804f2	user_options->increment	0
TOP.5df13fe0.000804f2	user_options->increment_max	256
TOP.5df13fe0.000804f2	user_options->increment_min	1
TOP.5df13fe0.000804f2	user_options->keep_guessing	0
TOP.5df13fe0.000804f2	user_options->kernel_accel	0
TOP.5df13fe0.000804f2	user_options->kernel_loops	0
TOP.5df13fe0.000804f2	user_options->keyspace	0
TOP.5df13fe0.000804f2	user_options->left	0
TOP.5df13fe0.000804f2	user_options->logfile_disable	0
TOP.5df13fe0.000804f2	user_options->loopback	0
TOP.5df13fe0.000804f2	user_options->machine_readable	0
TOP.5df13fe0.000804f2	user_options->markov_classic	0
TOP.5df13fe0.000804f2	user_options->markov_disable	0
TOP.5df13fe0.000804f2	user_options->markov_threshold	256
TOP.5df13fe0.000804f2	user_options->nvidia_spin_damp	100
TOP.5df13fe0.000804f2	user_options->opencl_info	0
TOP.5df13fe0.000804f2	user_options->opencl_vector_width	0
TOP.5df13fe0.000804f2	user_options->optimized_kernel_enable	0
TOP.5df13fe0.000804f2	user_options->outfile_autohex	1
TOP.5df13fe0.000804f2	user_options->outfile_check_timer	5
TOP.5df13fe0.000804f2	user_options->outfile_format	3
TOP.5df13fe0.000804f2	user_options->wordlist_autohex_disable	0
TOP.5df13fe0.000804f2	user_options->potfile_disable	0
TOP.5df13fe0.000804f2	user_options->progress_only	0
TOP.5df13fe0.000804f2	user_options->quiet	0
TOP.5df13fe0.000804f2	user_options->remove	0
TOP.5df13fe0.000804f2	user_options->remove_timer	60
TOP.5df13fe0.000804f2	user_options->restore	0
TOP.5df13fe0.000804f2	user_options->restore_disable	0
TOP.5df13fe0.000804f2	user_options->restore_timer	60
TOP.5df13fe0.000804f2	user_options->rp_files_cnt	0
TOP.5df13fe0.000804f2	user_options->rp_gen	0
TOP.5df13fe0.000804f2	user_options->rp_gen_func_max	4
TOP.5df13fe0.000804f2	user_options->rp_gen_func_min	1
TOP.5df13fe0.000804f2	user_options->rp_gen_seed	0
TOP.5df13fe0.000804f2	user_options->runtime	0
TOP.5df13fe0.000804f2	user_options->scrypt_tmto	0
TOP.5df13fe0.000804f2	user_options->segment_size	33554432
TOP.5df13fe0.000804f2	user_options->self_test_disable	0
TOP.5df13fe0.000804f2	user_options->slow_candidates	0
TOP.5df13fe0.000804f2	user_options->show	0
TOP.5df13fe0.000804f2	user_options->speed_only	0
TOP.5df13fe0.000804f2	user_options->status	0
TOP.5df13fe0.000804f2	user_options->status_timer	10
TOP.5df13fe0.000804f2	user_options->stdout_flag	0
TOP.5df13fe0.000804f2	user_options->usage	0
TOP.5df13fe0.000804f2	user_options->username	0
TOP.5df13fe0.000804f2	user_options->veracrypt_pim	0
TOP.5df13fe0.000804f2	user_options->version	0
TOP.5df13fe0.000804f2	user_options->workload_profile	2
TOP.5df13fe0.000804f2	user_options->brain_client	0
TOP.5df13fe0.000804f2	user_options->brain_client_features	3
TOP.5df13fe0.000804f2	user_options->brain_server	0
TOP.5df13fe0.000804f2	user_options->brain_port	6863
TOP.5df13fe0.000804f2	user_options->brain_session	0
TOP.5df13fe0.000804f2	hashes->hashlist_mode	5
TOP.5df13fe0.000804f2	hashes->hashlist_format	0
TOP.5df13fe0.000804f2	hashes->hashes_cnt	0
TOP.5df13fe0.000804f2	hashes->digests_cnt	1
TOP.5df13fe0.000804f2	hashes->digests_done	0
TOP.5df13fe0.000804f2	hashes->salts_cnt	1
TOP.5df13fe0.000804f2	hashes->salts_done	0
TOP.5df13fe0.000804f2	SUB.5df13fe3.00017858	START
TOP.5df13fe0.000804f2	SUB.5df13fe3.00017858	straight_ctx->dict	/home/minitapir/Documents/tools/SecLists/Passwords/combined_password_list.txt
TOP.5df13fe0.000804f2	SUB.5df13fe3.00017858	runtime_start	1576091619
TOP.5df13fe0.000804f2	SUB.5df13fe3.00017858	runtime_stop	1576091625
TOP.5df13fe0.000804f2	SUB.5df13fe3.00017858	status-after-work	6
TOP.5df13fe0.000804f2	SUB.5df13fe3.00017858	STOP
TOP.5df13fe0.000804f2	proc_start	1576091616
TOP.5df13fe0.000804f2	proc_stop	1576091626
TOP.5df13fe0.000804f2	STOP
TOP.5df1403e.000ada7d	START
TOP.5df1403e.000ada7d	user_options->separator	:
TOP.5df1403e.000ada7d	user_options->encoding_from	utf-8
TOP.5df1403e.000ada7d	user_options->encoding_to	utf-8
TOP.5df1403e.000ada7d	user_options->outfile	found.txt
TOP.5df1403e.000ada7d	user_options->rule_buf_l	:
TOP.5df1403e.000ada7d	user_options->rule_buf_r	:
TOP.5df1403e.000ada7d	user_options->session	hashcat
TOP.5df1403e.000ada7d	user_options->limit	0
TOP.5df1403e.000ada7d	user_options->skip	0
TOP.5df1403e.000ada7d	user_options->attack_mode	0
TOP.5df1403e.000ada7d	user_options->benchmark	0
TOP.5df1403e.000ada7d	user_options->benchmark_all	0
TOP.5df1403e.000ada7d	user_options->bitmap_max	24
TOP.5df1403e.000ada7d	user_options->bitmap_min	16
TOP.5df1403e.000ada7d	user_options->debug_mode	0
TOP.5df1403e.000ada7d	user_options->example_hashes	0
TOP.5df1403e.000ada7d	user_options->force	0
TOP.5df1403e.000ada7d	user_options->gpu_temp_abort	90
TOP.5df1403e.000ada7d	user_options->gpu_temp_disable	0
TOP.5df1403e.000ada7d	user_options->hash_mode	500
TOP.5df1403e.000ada7d	user_options->hex_charset	0
TOP.5df1403e.000ada7d	user_options->hex_salt	0
TOP.5df1403e.000ada7d	user_options->hex_wordlist	0
TOP.5df1403e.000ada7d	user_options->increment	0
TOP.5df1403e.000ada7d	user_options->increment_max	256
TOP.5df1403e.000ada7d	user_options->increment_min	1
TOP.5df1403e.000ada7d	user_options->keep_guessing	0
TOP.5df1403e.000ada7d	user_options->kernel_accel	0
